report_number,crash_year,crash_date_time,report_date_time,investigating_agency_rep_num,form_type,total_number_of_vehicles,total_number_of_persons,total_number_of_narratives,county_code,city_code,county_name,city_name,rural_or_urban,notified_time,dispatched_time,arrived_time,cleared_time,completed_flag,reason_not_completed,notified_by,on_street_road_highway,street_address_number,latitude,longitude,feet_from_intersection,miles_from_intersection,direction_from_intersection,from_intersection_of,from_milepost_number,road_system_identifier,type_of_shoulder,type_of_intersection,photos_taken_flag,light_condition,weather_condition,road_surface_condition,school_bus_related_code,type_of_impact,first_harmful_event,harmful_event_location,interchange_flag,junction_flag,road_circumstances_1,road_circumstances_2,road_circumstances_3,environment_circumstances_1,environment_circumstances_2,environment_circumstances_3,work_zone_related_flag,location_within_zone,type_of_work_zone,workers_present,law_enforcement_present,investigator_id,investigator_rank,investigator_first_name,investigator_middle_name,investigator_last_name,investigator_suffix,investigating_agency_name,investigating_agency_type,load_dt90838674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1,1,88,1,1,1,1,32,2,88,1,1,,,1,,,1,,,,,217,DEPUTY,,,EPLHASE,,LEON COUNTY,2,2011-03-08 15:54
71901885,2011,2011-06-21 23:39,2011-06-22 00:26,11016835,L,1,2,0,13,50,13,50,2,2011-06-21 23:39,2011-06-21 23:39,2011-06-21 23:39,2011-06-22 00:15,2,,2,Call St,,,,,,E,Chapel Dr,,5,3,3,1,4,1,1,1,77,10,1,1,3,1,,,1,,,1,,,,,98184,Officer,,,,,Tallahassee Police Department,2,2011-06-25 07:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71977668,2011,2011-05-05 18:46,2011-05-05 00:00,1189680,L,1,2,0,13,0,LEON,UNINCORPORATED,1,2011-05-05 06:47,2011-05-05 06:49,2011-05-05 06:49,2011-05-05 08:29,2,,2,CAPITAL CIRCLE SW,,,,75,,W,OLEANDER DRIVE,,4,2,1,1,1,1,1,1,77,10,1,1,1,1,,,1,,,1,,,,,560,DEP,R,,GAINES,3,LEON COUNTY SHERIFFS OFFICE,2,2011-07-01 11:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71977672,2011,2011-05-05 18:45,2011-05-05 00:00,1189760,U,1,2,0,13,50,LEON,TALLAHASSEE,2,2011-05-05 19:45,2011-05-05 19:45,2011-05-05 20:30,2011-05-05 22:30,2,,1,KILLEARN CENTER BOULEVARD,,,,1056,,W,DELANEY DRIVE,,5,1,3,1,5,1,1,1,3,10,1,88,3,1,,,1,,,1,,,,,219,DEP,MICHAEL,,HALLIGAN,,LEON CO SO,2,2012-04-27 18:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71977675,2011,2011-05-05 16:15,2011-05-05 00:00,1190124,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2011-05-05 16:20,2011-05-05 16:20,2011-05-05 16:42,2011-05-05 17:00,2,,1,CENTERVILLE ROAD,5777,,,,,,,,5,2,77,1,1,1,1,1,77,10,1,1,77,1,,,1,,,1,,,,,418,DEPUTY,BRENDAN,L,BRUNNER,,LEON COUNTY SO,2,2011-07-01 13:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71901915,2011,2011-06-23 13:07,2011-06-23 13:15,11016971,L,1,2,0,13,50,13,50,2,2011-06-23 13:07,2011-06-23 13:07,2011-06-23 13:09,,2,,2,SE Capital,,,,100,,E,Dick Wilson Blvd,,4,1,1,1,1,1,1,,3,10,,,,1,,,1,,,1,,,,,32608,Officer,,,,,Tallahassee Police Department,2,2011-07-01 07:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71901966,2011,2011-06-25 16:30,2011-06-25 22:04,11017230,L,1,1,0,13,50,13,50,2,2011-06-25 19:45,2011-06-25 19:47,2011-06-25 19:57,2011-06-25 20:11,1,Hit and Run,2,US 90 W Tennessee St,2614,,,,,,,,2,3,1,1,88,77,88,1,77,10,1,1,1,1,,,1,,,1,,,,,98793,Officer,,,,,Tallahassee Police Department,2,2011-07-01 07:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71902106,2011,2011-07-05 02:04,2011-07-05 02:33,11018086,L,1,1,0,13,50,13,50,2,2011-07-05 02:04,2011-07-05 02:04,2011-07-05 02:06,2011-07-05 03:00,1,Hit and run,2,Coolidge Ct,,,,,,,S Blair Stone Rd,,4,3,3,1,4,1,1,1,4,10,,2,,1,,,1,,,1,,,,,7406,Officer,,,,,Tallahassee Police Department,2,2011-07-09 07:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71977846,2011,2011-05-28 02:11,2011-05-28 00:00,11107006,L,1,3,0,13,0,LEON,UNINCORPORATED,1,2011-05-28 02:11,2011-05-28 02:11,2011-05-28 02:11,2011-05-28 04:04,1,TRAFFIC HOMICIDE FOLLOW UP,2,WEST TENNESSEE STREET,,,,,0.19,E,AENON CHUCH ROAD,,2,2,1,1,5,2,1,1,77,10,1,1,1,1,,,1,,,1,,,,,413,DEPUTY,M,,CREGO,,LEON COUNTY SHERIFFS OFFICE,2,2011-07-18 10:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71977864,2011,2011-05-30 19:36,2011-05-30 00:00,11108672,L,1,2,0,13,0,LEON,UNINCORPORATED,1,2011-05-30 19:36,2011-05-30 19:39,2011-05-30 19:39,2011-05-30 20:28,2,,2,NORTH MONROE STREET,3802,,,,,,,,9,3,1,1,1,1,1,1,77,10,2,1,1,1,,,1,,,1,,,,,370,DEPUTY,MICHAEL,,GODWIN,,LEON COUNTY,2,2011-07-18 10:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71977402,2011,2011-03-24 16:44,2011-03-24 00:00,1160310,L,1,2,0,13,0,LEON,TALLAHASSEE,1,2011-03-24 16:44,2011-03-24 16:45,2011-03-24 16:48,2011-03-24 17:48,2,,1,FAULK DR,,,,,,,RUTH DR,,4,2,2,1,1,1,1,1,77,10,1,1,2,1,,,1,,,1,,,,,530,DEPUTY,P,,SALVO,,LEON COUNTY SHERIFFS OFFICE,2,2011-07-25 14:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71902345,2011,2011-07-16 14:35,2011-07-16 15:54,11019258,L,1,2,0,13,50,13,50,2,2011-07-16 14:35,2011-07-16 14:35,2011-07-16 14:40,2011-07-16 15:30,2,,2,Macomb St,,,,5,,S,Park Ave,,5,1,2,1,1,3,2,1,3,10,1,1,1,1,,,1,,,1,,,,,10026,Officer,,,,,Tallahassee Police Department,2,2011-07-23 07:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71902382,2011,2011-07-18 15:41,2011-07-18 16:20,11019437,L,1,2,0,13,50,13,50,2,2011-07-18 15:41,2011-07-18 15:47,2011-07-18 15:55,2011-07-18 16:23,2,,2,Pecan Rd,2738,,,100,,S,Willie Vause St,,5,2,1,1,1,1,1,1,4,10,1,1,88,1,,,77,,,1,,,,,51213,Officer,,,,,Tallahassee Police Department,2,2011-07-23 07:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71902409,2011,2011-07-19 16:31,2011-07-19 18:23,11019548,L,1,2,0,13,50,13,50,2,2011-07-19 16:31,2011-07-19 16:32,2011-07-19 16:37,2011-07-19 18:25,2,,2,US 319 Thomasville Road,,,,480,,E,Village Square Blvd,,2,3,1,1,1,1,1,1,77,10,1,1,4,1,,,1,,,1,,,,,98565,Officer,,,,,Tallahassee Police Department,2,2011-07-23 07:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71902437,2011,2011-07-21 17:27,2011-07-21 18:36,11019718,L,1,2,0,13,50,13,50,2,2011-07-21 17:27,2011-07-21 17:28,2011-07-21 17:29,2011-07-21 18:39,2,,2,US 319 Capital Circle NE,,,,,,,Lonnbladh Rd,,2,3,2,2,1,1,1,1,77,10,1,1,4,1,,,1,,,1,,,,,98565,Officer,,,,,Tallahassee Police Department,2,2011-07-23 07:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71977522,2011,2011-04-14 12:15,2011-05-19 00:00,1175392,U,1,3,0,13,50,LEON,TALLAHASSEE,2,2011-04-14 14:41,2011-04-14 02:47,2011-04-14 15:02,2011-04-14 15:42,2,,2,HOLTON STREET,2021,,,,,,,,5,3,1,1,1,1,1,1,77,10,8,1,1,77,,,77,,,1,,,,,379,DEPUTY SHERIFF,JARED,L,LEE,,LEON COUNTY SHERIFFS OFFICE,2,2011-07-22 14:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71902566,2011,2011-07-28 10:00,2011-07-28 12:01,11020360,L,1,2,0,13,50,13,50,2,2011-07-28 10:00,2011-07-28 10:01,2011-07-28 10:03,2011-07-28 10:59,2,,1,Miccosukee Rd,,30.45076,-84.27202,,,,,,5,3,1,1,1,2,1,1,77,10,1,1,1,1,,,1,,,1,,,,,67203,Officer,,,,,Tallahassee Police Department,2,2011-07-29 09:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71902480,2011,2011-07-24 02:10,2011-07-24 02:53,11019965,L,1,1,0,13,50,13,50,2,2011-07-24 02:10,2011-07-24 02:10,2011-07-24 02:12,2011-07-24 02:25,1,Hit and Run,2,W US 90 Tennessee Street Hwy,640,,,,,,,,,3,1,1,4,1,1,1,5,10,3,1,1,1,,,1,,,1,,,,,96906,OFFICER,,,,,Tallahassee Police Department,2,2011-07-29 09:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71978147,2011,2011-07-20 14:48,2011-07-20 00:00,110146972,L,1,2,0,13,0,LEON,UNINCORPORATED,1,2011-07-20 14:48,2011-07-20 14:51,2011-07-20 14:55,2011-07-20 15:17,2,,1,THOMASVILLE ROAD,6753,,,,,,,,9,3,3,1,1,1,1,1,77,10,8,1,1,1,,,1,,,1,,,,,38,DEPUTY,J,D,JOHNSON,,LEON COUNTY SHFERIFFS OFFICE,2,2011-08-05 14:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71977408,2011,2011-03-26 00:40,2011-04-28 00:00,1161305,U,1,2,0,13,50,LEON,TALLAHASSEE,2,2011-03-26 00:40,2011-03-26 00:53,2011-03-26 01:01,2011-03-26 02:33,1,HIT AND RUN INJURIES UNKNOWN,1,TENNESSEE STREET,2614,,,,,,,,5,2,1,1,4,1,1,1,77,10,8,1,1,1,,,88,,,1,,,,,521,UK,T,,MCCARTHY,,LEON COUNTY,2,2011-08-04 14:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71902673,2011,2011-08-02 08:25,2011-08-02 09:56,11020863,L,1,2,0,13,50,13,50,2,2011-08-02 08:25,2011-08-02 08:26,2011-08-02 08:29,2011-08-02 09:16,2,,2,US 27 Apalachee Parkway,,,,,,,Paul Russell,,2,3,2,1,1,1,1,1,3,10,1,2,2,1,,,1,,,1,,,,,93095,Officer,,,,,Tallahassee Police Department,2,2011-08-06 07:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71902449,2011,2011-07-22 08:30,2011-07-22 08:44,11019767,L,1,2,0,13,50,13,50,2,2011-07-22 08:30,2011-07-22 08:31,2011-07-22 08:34,2011-07-22 08:44,2,,2,Miccosukee Rd,,,,,,,Buckingham Dr,,,,,1,1,1,1,1,77,10,1,,2,1,,,1,,,1,,,,,32608,Officer,,,,,Tallahassee Police Department,2,2011-08-06 07:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71902793,2011,2011-08-08 19:10,2011-08-08 19:34,11021479,L,1,2,0,13,50,13,50,2,2011-08-08 19:10,2011-08-08 19:10,2011-08-08 19:13,2011-08-08 20:05,2,,2,W Tennessee St,534,,,50,,S,Macomb St,,5,3,1,2,1,2,1,1,77,10,1,1,77,1,,,1,,,1,,,,,98796,Officer,,,,,Tallahassee Police Department,2,2011-08-13 07:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71978163,2011,2011-07-23 14:20,2011-07-23 00:00,11149335,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2011-07-23 14:20,2011-07-23 14:22,2011-07-23 14:26,2011-07-23 14:58,2,,2,WEST TENNESSEE STREET,1801,,,,,,,,2,3,1,1,1,3,2,1,3,10,2,1,1,1,,,1,,,1,,,,,316,DEPUTY,TERRANCE,,HENDERSON,,LEON COUNTY SHERIFFS OFFICE,2,2011-08-16 14:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71978209,2011,2011-07-29 20:00,2011-07-29 00:00,11154194,L,1,1,0,13,0,LEON,UNINCORPORATED,1,2011-07-29 20:05,2011-07-29 20:09,2011-07-29 20:15,2011-07-29 20:39,2,,1,MCLEOD STREET,,,,600,,N,WILLIAM JAMES WAY,,5,2,1,1,1,1,1,1,77,10,1,1,1,1,,,1,,,1,,,,,565,DEPUTY,EMILY,,SHAW,,LEON COUNTY SHERIFFS OFFICE,2,2011-08-24 13:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71978211,2011,2011-07-30 11:38,2011-07-30 00:00,11154531,L,1,2,0,13,0,LEON,UNINCORPORATED,1,2011-07-30 11:38,2011-07-30 11:38,2011-07-30 11:40,2011-07-30 12:22,2,,2,HIGHWAY 90 WEST,,,,1000,,W,BETHEL CHURCH ROAD,,2,2,1,1,1,1,1,1,4,10,3,1,1,1,,,1,,,1,,,,,254,DEPUTY,TODD,,LOMBARDO,,LEON COUNTY SHERIFFS OFFICE,2,2011-08-24 13:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71975384,2011,2011-08-07 01:22,2011-08-07 00:00,11159618,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2011-08-07 01:22,2011-08-07 01:22,2011-08-07 01:22,2011-08-07 05:12,2,,2,OLD BAINBRIDGE ROAD,,,,200,,N,TALPECO ROAD,,5,2,1,2,5,1,1,1,77,10,2,1,1,77,,,77,,,1,,,,,10351,DEP,JOHN,,KELLERMAN,,LEON COUNTY SHERIFFS OFFICE,2,2011-08-31 09:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71903176,2011,2011-08-31 12:53,2011-08-31 14:00,11023739,L,1,2,0,13,50,13,50,2,2011-08-31 12:53,2011-08-31 13:01,2011-08-31 13:40,2011-08-31 14:30,2,,2,W Tennessee St,1813,30.44889,-84.31202,,,,,,9,3,1,1,1,1,1,1,77,10,2,1,1,1,,,1,,,1,,,,,32408,Officer,,,,,Tallahassee Police Department,2,2011-09-07 13:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71978085,2011,2011-07-10 01:45,2011-07-11 00:00,11138968,U,1,2,0,13,0,LEON,TALLAHASSEE,1,2011-07-10 01:56,2011-07-10 01:58,2011-07-10 01:59,2011-07-10 00:01,2,,1,IN FRONT OF 9230 BARTLETT ROAD,9230,,,,,,,,5,2,1,1,1,1,1,1,77,10,1,1,1,1,,,1,,,1,,,,,282,DEPUTY,EMIL,J,GANIM,,LEON COUNTY SHERIFFS OFFICE,2,2011-09-07 17:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71903164,2011,2011-08-30 14:36,2011-08-30 15:15,11023659,L,1,3,0,13,50,13,50,2,2011-08-30 14:36,2011-08-30 14:36,2011-08-30 14:39,2011-08-30 15:15,2,,2,NE Capital SR 261 Cir,3325,,,,,,,,3,3,1,1,1,1,1,1,3,10,1,,1,1,,,1,,,1,,,,,53517,OFFICER,,,,,Tallahassee Police Department,2,2011-09-10 07:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71903329,2011,2011-09-09 17:48,2011-09-09 20:54,11024733,L,1,1,0,13,50,13,50,2,2011-09-09 17:48,2011-09-09 17:49,2011-09-09 17:51,2011-09-09 18:15,2,,2,Mission Rd,2929,,,,,,,,2,1,1,1,1,1,1,1,1,10,1,,1,1,,,1,,,1,,,,,55210,Officer,,,,,Tallahassee Police Department,2,2011-09-17 07:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71978368,2011,2011-08-25 00:51,2011-08-25 00:00,11174152,L,1,3,0,13,50,LEON,TALLAHASSEE,2,2011-08-25 00:51,2011-08-25 00:53,2011-08-25 00:56,2011-08-25 14:06,2,,1,AUSLEY ROAD,,,,,,,PENSACOLA STREET,,5,3,2,1,1,1,1,1,88,10,1,88,88,1,,,1,,,1,,,,,282,DEPUTY,EMIL,J,GANIM,,LEON COUNTY SHERIFFS OFFICE,2,2011-09-20 12:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71903422,2011,2011-09-15 22:26,2011-09-15 23:17,11025343,L,1,5,0,13,50,13,50,2,2011-09-15 22:26,2011-09-15 22:27,2011-09-15 22:36,2011-09-15 23:21,2,,2,Broad St,,,,,,,Osceola St,,5,1,2,1,4,1,1,1,77,10,1,1,2,1,,,1,,,1,,,,,96294,Officer,,,,,Tallahassee Police Department,2,2011-09-26 12:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71903546,2011,2011-09-24 10:30,2011-09-24 11:49,11026248,L,1,2,0,13,50,13,50,2,2011-09-24 10:55,2011-09-24 11:00,2011-09-24 11:10,2011-09-24 11:25,2,,2,S Center Dr,4643,,,,,,S Center Dr,,5,2,3,1,1,1,1,1,4,10,2,,2,1,,,1,,,1,,,,,65167,Officer,,,,,Tallahassee Police Department,2,2011-09-28 07:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71903427,2011,2011-09-16 11:00,2011-09-16 11:24,11025388,L,1,2,0,13,50,13,50,2,2011-09-16 11:00,2011-09-16 11:00,2011-09-16 11:03,2011-09-16 12:15,2,,2,S Macomb St,,,,0,,,W  Jefferson St,,5,3,2,1,1,1,1,1,77,10,1,,,1,,,1,,,1,,,,,30425,Officer,,,,,Tallahassee Police Department,2,2011-09-28 07:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71978475,2011,2011-09-09 08:07,2011-09-09 00:00,11185382,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2011-09-09 08:07,2011-09-09 08:08,2011-09-09 08:14,2011-09-09 08:41,2,,1,RIDGE RD,202,,,,,,,,5,2,1,1,1,1,1,1,77,10,1,1,1,1,,,1,,,1,,,,,314,DEPUTY,E,,TERRY,,LEON COUNTY SHERIFFS OFFICE,2,2011-09-28 16:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71903458,2011,2011-09-18 02:19,2011-09-18 03:20,11025601,U,1,2,0,13,50,13,50,2,2011-09-18 02:19,2011-09-18 02:20,2011-09-18 02:20,,2,,2,W Tennessee St,600,,,0,,E,Dewey St,,5,3,1,2,4,1,1,1,77,10,1,1,1,1,,,77,,,1,,,,,98078,Officer,,,,,Tallahassee Police Department,2,2012-02-18 10:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71903667,2011,2011-10-04 16:50,2011-10-04 18:15,11027176,L,1,3,0,13,50,13,50,2,2011-10-04 17:02,2011-10-04 17:03,2011-10-04 17:14,2011-10-04 17:40,2,,2,Ocala Rd,800,,,,,,,,9,3,1,1,1,1,1,1,77,10,2,1,1,1,,,1,,,1,,,,,94857,Officer,,,,,Tallahassee Police Department,2,2011-10-07 07:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71903193,2011,2011-08-31 09:54,2011-08-31 10:31,11023726,L,1,2,0,13,50,13,50,2,2011-08-31 09:54,2011-08-31 09:54,2011-08-31 09:58,,2,,2,SOUTH CR 265 Magnolia Dr,,,,582,,S,US 27 Apalachee Pky,,4,2,1,1,1,1,1,1,77,10,1,,1,1,,,1,,,1,,,,,81458,Officer,,,,,Tallahassee Police Department,2,2011-10-07 07:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71903612,2011,2011-10-01 01:00,2011-10-01 01:31,11026872,L,1,6,0,13,50,13,50,2,2011-10-01 01:00,,2011-10-01 01:02,2011-10-01 02:30,2,,1,WEST Pensacola St,2020,,,,,,,,3,3,1,2,4,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,92044,Officer,,,,,Tallahassee Police Department,2,2011-10-07 07:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71903270,2011,2011-09-05 15:59,2011-09-05 16:57,11024311,L,1,2,0,13,50,13,50,2,2011-09-05 15:59,2011-09-05 16:00,2011-09-05 16:05,2011-09-05 16:55,2,,2,Tennessee St,4400,,,,,,Tennessee St,,9,3,1,1,1,2,2,1,3,10,1,1,1,1,,,1,,,1,,,,,92282,Officer,,,,,Tallahassee Police Department,2,2011-10-07 07:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71903784,2011,2011-10-10 12:51,2011-10-10 15:09,11027852,L,1,2,0,13,50,13,50,2,2011-10-10 12:51,2011-10-10 12:51,2011-10-10 12:51,2011-10-10 14:00,2,,2,SR 61,,,,,,,SR 265,,3,3,2,1,1,3,2,1,3,10,1,,,1,,,2,,,1,,,,,88050,Officer,,,,,Tallahassee Police Department,2,2011-10-14 07:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82196681,2011,2011-10-11 00:00,2011-10-12 09:47,11-47826,L,1,2,0,13,50,Leon,Tallahassee,2,2011-10-11 11:02,2011-10-11 11:05,2011-10-11 11:06,2011-10-11 14:44,2,,1,APPLEYARD DRIVE,444,,,0,,N,,,9,1,4,,1,2,2,1,77,10,1,1,2,1,,,1,,,1,,,,,127,Off.,,,,,Tallahassee Community College PD,2,2011-10-16 07:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775513,2011,2011-09-19 11:10,2011-09-19 00:00,11090361,L,1,2,0,13,40,LEON,FLORIDA STATE UNIVERSITY,2,2011-09-19 11:11,2011-09-19 11:11,2011-09-19 11:14,2011-09-19 11:44,2,,1,STREET,,,,,,,W JEFFERSON ST AND GRAY ST,,5,3,2,1,1,1,1,1,77,10,1,1,2,1,,,1,,,1,,,,,457,OFFICER,C,,ANDERSON,,FLORIDA STATE UNIVERSITY POLICE DEPARTMENT,3,2011-10-18 12:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71903832,2011,2011-10-13 19:45,2011-10-13 23:42,11028232,L,1,1,0,13,50,13,50,2,2011-10-13 19:45,2011-10-13 19:46,2011-10-13 19:49,2011-10-13 20:10,1,Hit and Run,2,NORTH US 27 Monroe St,,,,100,,N,Northwood Blvd,,2,3,1,1,4,1,1,1,77,10,1,,,1,,,1,,,1,,,,,97658,Officer,,,,,Tallahassee Police Department,2,2011-10-15 07:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71978616,2011,2011-09-26 08:17,2011-10-04 00:00,11203041,L,1,3,0,13,50,LEON,TALLAHASSEE,2,2011-09-26 10:16,2011-09-26 10:16,2011-09-26 10:16,2011-09-26 10:18,2,,2,PARKING LOT,1230,,,,,,,,8,1,77,1,1,1,1,1,77,10,8,1,1,1,,,1,,,1,,,,,482,OFFICER,J,,IKNER,,UK,4,2011-10-26 11:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71978664,2011,2011-10-10 07:50,2011-10-10 00:00,11207131,L,1,4,0,13,50,LEON,TALLAHASSEE,2,2011-10-10 08:15,2011-10-10 08:20,2011-10-10 08:23,2011-10-10 08:55,2,,2,CAPITAL CIRCLE NORTHEAST,,,,,,,PARK AVENUE,,5,3,2,1,1,1,2,1,3,10,1,1,2,1,,,1,,,1,,,,,345,DEPUTY,DAVID,C,OSBORNE,,LEON COUNTY SO,2,2011-10-26 11:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71975971,2011,2011-10-25 00:00,2011-10-25 18:51,11-218355,L,1,3,0,13,0,Leon,UNINCORPORATED,2,2011-10-25 15:33,2011-10-25 15:34,2011-10-25 15:38,2011-10-25 17:54,,STILL UNDER INVESTIGATION BY TRAFFIC HOMICIDE UNIT,2,BLOUNTSTOWN HWY,19200,,,0,,N,,,3,2,1,,1,1,1,1,77,10,1,1,1,1,,,1,,,1,,,,,10107,Dep.,,,,,Leon County Sheriff's Office,3,2011-11-02 07:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71904245,2011,2011-11-16 16:10,2011-11-16 18:15,11031560,L,1,2,0,13,50,13,50,2,2011-11-16 16:10,2011-11-16 16:11,2011-11-16 16:12,2011-11-16 17:30,2,,2,Atlas Rd,2410,,,100,,E,Hartsfield Rd,,5,3,1,1,1,2,1,1,1,10,3,1,4,1,,,77,,,1,,,,,51555,Officer,,,,,Tallahassee Police Department,2,2011-11-19 07:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
